0,-3.01
0.012,-3.19
0.022,-3.56
0.033,-5.39
0.043,-9.59
0.055,-14.53
0.065,-20.01
0.076,-26.41
0.086,-32.81
0.098,-38.84
0.109,-45.05
0.119,-51.82
0.13,-58.58
0.141,-66.08
