4.77,-67.36,4.771,-53.1,4.77,-43.41
4.78,-67.36,4.781,-53.1,4.781,-41.03
4.791,-67.17,4.79,-53.1,4.79,-38.66
4.8,-67.17,4.801,-53.1,4.8,-36.46
4.81,-67.36,4.811,-53.1,4.81,-34.45
4.82,-67.36,4.821,-53.1,4.821,-32.07
4.831,-67.36,4.83,-53.1,4.831,-30.25
4.84,-67.36,4.841,-53.1,4.84,-28.97
4.85,-67.36,4.851,-53.1,4.85,-27.32
4.86,-67.36,4.861,-53.1,4.861,-26.23
4.871,-67.36,4.87,-53.1,4.871,-25.31
4.881,-67.36,4.88,-53.1,4.88,-24.21
4.89,-67.36,4.891,-53.1,4.89,-23.67
4.9,-67.36,4.901,-53.1,4.9,-22.75
4.91,-67.54,4.911,-53.1,4.911,-22.02
4.921,-67.54,4.92,-53.1,4.92,-21.84
4.93,-67.36,4.931,-53.1,4.93,-21.66
4.94,-67.36,4.941,-53.1,4.94,-21.47
4.95,-67.36,4.951,-53.1,4.951,-21.29
4.961,-67.36,4.96,-53.1,4.961,-21.29
4.97,-67.36,4.971,-53.1,4.97,-21.11
4.98,-67.36,4.981,-53.1,4.98,-20.92
4.99,-67.36,4.991,-53.1,4.991,-20.92
5.001,-67.36,5,-53.1,5.001,-20.92
5.011,-67.36,5.011,-53.1,5.01,-21.66
5.02,-67.36,5.021,-53.1,5.02,-22.75
5.03,-67.36,5.031,-53.1,5.031,-24.58
5.041,-67.36,5.041,-53.1,5.041,-26.96
5.051,-67.36,5.05,-53.1,5.05,-29.15
5.06,-67.36,5.061,-53.1,5.06,-32.62
5.07,-67.54,5.071,-52.91,5.07,-35.91
5.08,-67.54,5.081,-52.91,5.081,-38.84
5.091,-67.36,5.09,-53.1,5.091,-41.95
5.1,-67.36,5.101,-53.1,5.1,-45.78
5.11,-67.36,5.111,-53.1,5.11,-49.44
5.12,-67.36,5.121,-53.1,5.121,-52.37
5.131,-67.36,5.13,-53.1,5.131,-55.47
5.14,-67.36,5.141,-53.1,5.14,-58.58
5.15,-67.36,5.151,-53.1,5.15,-62.24
5.16,-67.36,5.161,-53.1,5.161,-64.61
5.171,-67.36,5.17,-53.1,5.171,-66.99
5.181,-67.36,5.181,-53.1,5.18,-68.82
